Bad Solar Day
2024-01-19,0.0,2.98215579986572
2024-01-19,0.0,3.0136992931366
2024-01-19,0.0,3.02003693580627
2024-01-19,0.0,2.95823097229004
2024-01-19,0.0,3.00080800056458
2024-01-19,0.0,3.85233616828918
2024-01-19,0.73,3.86057543754578
2024-01-19,0.73,3.86037087440491
2024-01-19,1.77,3.8524010181427
2024-01-19,2.77,3.85260558128357
2024-01-19,1.59,3.86606931686401
2024-01-19,1.73,3.87460899353027
2024-01-19,0.73,3.90655159950256
2024-01-19,0.77,3.8990159034729
2024-01-19,0.77,3.8990159034729
2024-01-19,1.66,3.9266664981842
2024-01-19,1.88,3.8990159034729
2024-01-19,1.88,3.90036559104919
2024-01-19,0.03,3.93969583511353
2024-01-19,0.0,3.96050548553467
2024-01-19,0.0,4.01515531539917
2024-01-19,0.0,3.95534300804138
2024-01-19,0.0,3.94436836242676
2024-01-19,0.0,3.94514012336731
2024-01-19,0.0,3.94514012336731

Original
2024-01-19,0.0,2.98215579986572
2024-01-19,0.0,3.0136992931366
2024-01-19,0.0,3.02003693580627
2024-01-19,0.0,2.95823097229004
2024-01-19,0.0,3.00080800056458
2024-01-19,0.0,3.85233616828918
2024-01-19,1.73,3.86057543754578
2024-01-19,2.73,3.86037087440491
2024-01-19,3.77,3.8524010181427
2024-01-19,3.77,3.85260558128357
2024-01-19,3.59,3.86606931686401
2024-01-19,5.73,3.87460899353027
2024-01-19,4.73,3.90655159950256
2024-01-19,4.77,3.8990159034729
2024-01-19,4.77,3.8990159034729
2024-01-19,3.66,3.9266664981842
2024-01-19,3.88,3.8990159034729
2024-01-19,3.88,3.90036559104919
2024-01-19,4.03,3.93969583511353
2024-01-19,0.0,3.96050548553467
2024-01-19,0.0,4.01515531539917
2024-01-19,0.0,3.95534300804138
2024-01-19,0.0,3.94436836242676
2024-01-19,0.0,3.94514012336731
2024-01-19,0.0,3.94514012336731

Original (Today)
2024-01-17,0.00,2.82780909538269
2024-01-17,0.00,2.68838715553284
2024-01-17,0.00,2.9904363155365
2024-01-17,0.00,3.01680946350098
2024-01-17,0.00,3.05989956855774
2024-01-17,0.00,2.26502370834351
2024-01-17,1.45,2.99974012374878
2024-01-17,3.45,3.13613653182983
2024-01-17,3.31,3.31415414810181
2024-01-17,4.31,3.3828558921814
2024-01-17,5.61,3.22272634506226
2024-01-17,3.45,3.22272634506226
2024-01-17,3.45,3.22272634506226
2024-01-17,3.31,3.22272634506226
2024-01-17,3.31,3.29896330833435
2024-01-17,3.68,3.62947583198547
2024-01-17,3.77,3.58679723739624
2024-01-17,0.00,3.61299848556519
2024-01-17,0.00,3.61299848556519
2024-01-17,0.00,3.60512351989746
2024-01-17,0.00,3.76763415336609
2024-01-17,0.00,3.72426152229309
2024-01-17,0.00,3.72426152229309
2024-01-17,0.00,3.7381477355957
2024-01-17,0.00,3.55376958847046

New (Today)
2024-01-17,0.00,2.82780909538269
2024-01-17,0.00,2.68838715553284
2024-01-17,0.00,2.9904363155365
2024-01-17,0.00,3.01680946350098
2024-01-17,0.00,3.05989956855774
2024-01-17,0.00,2.26502370834351
2024-01-17,0.45,2.99974012374878
2024-01-17,0.45,3.13613653182983
2024-01-17,0.31,3.31415414810181
2024-01-17,0.31,3.3828558921814
2024-01-17,0.61,3.22272634506226
2024-01-17,0.45,3.22272634506226
2024-01-17,0.45,3.22272634506226
2024-01-17,0.31,3.22272634506226
2024-01-17,0.31,3.29896330833435
2024-01-17,0.68,3.62947583198547
2024-01-17,0.77,3.58679723739624
2024-01-17,0.00,3.61299848556519
2024-01-17,0.00,3.61299848556519
2024-01-17,0.00,3.60512351989746
2024-01-17,0.00,3.76763415336609
2024-01-17,0.00,3.72426152229309
2024-01-17,0.00,3.72426152229309
2024-01-17,0.00,3.7381477355957
2024-01-17,0.00,3.55376958847046
